mabni_id,surface_vocalized,surface_bare,surface_kind,lexical_class,lexical_family,source_file,source_record_id,blocks_root_path,contract_state,estimated_form,attachment_type,notes,evidence_mode,derived_from
ILA_PREP,إِلَى,إلى,OVERT,PREPOSITION,ILA_PREP,preposition_meanings.json,37,True,NONE,,,,DIRECT,
ALA_PREP,عَلَى,على,OVERT,PREPOSITION,ALA_PREP,preposition_meanings.json,42,True,NONE,,,,DIRECT,
KHALA_PREP,خَلَا,خلا,OVERT,PREPOSITION,KHALA_PREP,preposition_meanings.json,50,True,NONE,,,,DIRECT,
KAY_PREP,كَيْ,كي,OVERT,PREPOSITION,KAY_PREP,preposition_meanings.json,51,True,NONE,,,,DIRECT,
MATA_PREP,مَتَى,متى,OVERT,PREPOSITION,MATA_PREP,preposition_meanings.json,53,True,NONE,,,,DIRECT,
LAWLA_PREP,لَوْلَا,لولا,OVERT,PREPOSITION,LAWLA_PREP,preposition_meanings.json,54,True,NONE,,,,DIRECT,
ADAA_PREP,عَدَا,عدا,OVERT,PREPOSITION,ADAA_PREP,preposition_meanings.json,55,True,NONE,,,,DIRECT,
HASHA_PREP,حَاشَا,حاشا,OVERT,PREPOSITION,HASHA_PREP,preposition_meanings.json,56,True,NONE,,,,DIRECT,
HAYTHU,حَيْثُ,حيث,OVERT,ADVERBIAL_MABNI,HAYTHU,built_in_adverbs.json,1,True,NONE,,,,DIRECT,
MUNDHU_ZARF,مُنْذُ,منذ,OVERT,ADVERBIAL_MABNI,MUNDHU_ZARF,built_in_adverbs.json,2,True,NONE,,,,DIRECT,
QATTU,قَطُّ,قط,OVERT,ADVERBIAL_MABNI,QATTU,built_in_adverbs.json,3,True,NONE,,,,DIRECT,
ALAN,الْآنَ,الآن,OVERT,ADVERBIAL_MABNI,ALAN,built_in_adverbs.json,4,True,NONE,,,,DIRECT,
GHADAN,غَدًا,غدا,OVERT,ADVERBIAL_MABNI,GHADAN,built_in_adverbs.json,5,True,NONE,,,,DIRECT,
ALLAYLATA,اللَّيْلَةَ,الليلة,OVERT,ADVERBIAL_MABNI,ALLAYLATA,built_in_adverbs.json,6,True,NONE,,,,DIRECT,
THUMMA_ZARF,ثُمَّ,ثم,OVERT,ADVERBIAL_MABNI,THUMMA_ZARF,built_in_adverbs.json,7,True,NONE,,,ظرف مكان; different from ثُمَّ conjunction,DIRECT,
AYYANNA,أَيَّانَ,أيان,OVERT,ADVERBIAL_MABNI,AYYANNA,built_in_adverbs.json,8,True,NONE,,,,DIRECT,
HUNALIKA_ZARF,هُنَالِكَ,هنالك,OVERT,ADVERBIAL_MABNI,HUNALIKA_ZARF,built_in_adverbs.json,10,True,NONE,,,ظرف; note HUNALIKA also in demonstratives,DIRECT,
THAMM,ثَمَّ,ثم,OVERT,ADVERBIAL_MABNI,THAMM,built_in_adverbs.json,11,True,NONE,,,,DIRECT,
THAMMATA,ثَمَّةَ,ثمة,OVERT,ADVERBIAL_MABNI,THAMMATA,built_in_adverbs.json,12,True,NONE,,,id 12: suspicious Unicode (double diacritics on ث and م in source),DIRECT,
IDH,إِذْ,إذ,OVERT,ADVERBIAL_MABNI,IDH,built_in_adverbs.json,13,True,NONE,,,,DIRECT,
MUDH_ZARF,مُذْ,مذ,OVERT,ADVERBIAL_MABNI,MUDH_ZARF,built_in_adverbs.json,14,True,NONE,,,,DIRECT,
LADA,لَدَى,لدى,OVERT,ADVERBIAL_MABNI,LADA,built_in_adverbs.json,15,True,NONE,,,,DIRECT,
IWADHU,عِوَضُ,عوض,OVERT,ADVERBIAL_MABNI,IWADHU,built_in_adverbs.json,16,True,NONE,,,,DIRECT,
AYNA_ZARF,أَيْنَ,أين,OVERT,ADVERBIAL_MABNI,AYNA_ZARF,built_in_adverbs.json,17,True,NONE,,,,DIRECT,
MATA_ZARF,مَتَى,متى,OVERT,ADVERBIAL_MABNI,MATA_ZARF,built_in_adverbs.json,18,True,NONE,,,,DIRECT,
HUNA,هُنَا,هنا,OVERT,ADVERBIAL_MABNI,HUNA,built_in_adverbs.json,19,True,NONE,,,,DIRECT,
ANNA_ZARF,أَنَّى,أنى,OVERT,ADVERBIAL_MABNI,ANNA_ZARF,built_in_adverbs.json,20,True,NONE,,,,DIRECT,
IDHA_ZARF,إِذَا,إذا,OVERT,ADVERBIAL_MABNI,IDHA_ZARF,built_in_adverbs.json,21,True,NONE,,,,DIRECT,
AAMEEN,آمِينَ,آمين,OVERT,VERB_NAME,AAMEEN,verb_name.json,56,True,NONE,,,,DIRECT,
HAYYA,حَيَّ,حي,OVERT,VERB_NAME,HAYYA,verb_name.json,57,True,NONE,,,,DIRECT,
HAYYA2,هَيَّا,هيا,OVERT,VERB_NAME,HAYYA2,verb_name.json,58,True,NONE,,,,DIRECT,
HIYTA,هِيتَ,هيت,OVERT,VERB_NAME,HIYTA,verb_name.json,59,True,NONE,,,,DIRECT,
HALUMMA_ILA,هَلُمَّ إِلَى,هلم إلى,PHRASE,VERB_NAME,HALUMMA_ILA,verb_name.json,60,True,NONE,,,,DIRECT,
HALUMMA_KADHA,هَلُمَّ كَذَا,هلم كذا,PHRASE,VERB_NAME,HALUMMA_KADHA,verb_name.json,61,True,NONE,,,,DIRECT,
HAOUM,هَاؤُمُ,هاؤم,OVERT,VERB_NAME,HAOUM,verb_name.json,62,True,NONE,,,,DIRECT,
SAH,صَهْ,صه,OVERT,VERB_NAME,SAH,verb_name.json,63,True,NONE,,,,DIRECT,
IYHI,إِيهِ,إيه,OVERT,VERB_NAME,IYHI,verb_name.json,64,True,NONE,,,,DIRECT,
MIH,مِهْ,مه,OVERT,VERB_NAME,MIH,verb_name.json,65,True,NONE,,,,DIRECT,
RUWAYDAKA,رُوَيْدَكَ,رويدك,OVERT,VERB_NAME,RUWAYDAKA,verb_name.json,66,True,NONE,,,,DIRECT,
BALHA,بَلْهَ,بله,OVERT,VERB_NAME,BALHA,verb_name.json,67,True,NONE,,,,DIRECT,
HAKUM,هَاكُمْ,هاكم,OVERT,VERB_NAME,HAKUM,verb_name.json,68,True,NONE,,,,DIRECT,
DUNAK,دُونَكَ,دونك,OVERT,VERB_NAME,DUNAK,verb_name.json,69,True,NONE,,,,DIRECT,
HISSA,حِسَّ,حس,OVERT,VERB_NAME,HISSA,verb_name.json,70,True,NONE,,,,DIRECT,
TIYD,تِيدَ,تيد,OVERT,VERB_NAME,TIYD,verb_name.json,71,True,NONE,,,,DIRECT,
HIYHALA,هِيهَلَا,هيهلا,OVERT,VERB_NAME,HIYHALA,verb_name.json,72,True,NONE,,,,DIRECT,
HUDAYYAKA,حُدَيَّاكَ,حدياك,OVERT,VERB_NAME,HUDAYYAKA,verb_name.json,73,True,NONE,,,,DIRECT,
BAS,بَسْ,بس,OVERT,VERB_NAME,BAS,verb_name.json,74,True,NONE,,,,DIRECT,
ALNAJAA,النَّجَاءَكَ,النجاءك,OVERT,VERB_NAME,ALNAJAA,verb_name.json,75,True,NONE,,,,DIRECT,
IYHA,إِيهَا,إيها,OVERT,VERB_NAME,IYHA,verb_name.json,76,True,NONE,,,,DIRECT,
FIDAA,فِدَاءَ,فداء,OVERT,VERB_NAME,FIDAA,verb_name.json,77,True,NONE,,,,DIRECT,
QADK,قَدْكَ,قدك,OVERT,VERB_NAME,QADK,verb_name.json,78,True,NONE,,,,DIRECT,
KADHAK,كَذَاكَ,كذاك,OVERT,VERB_NAME,KADHAK,verb_name.json,79,True,NONE,,,,DIRECT,
HADADIYK,هَدَادِيكَ,هداديك,OVERT,VERB_NAME,HADADIYK,verb_name.json,80,True,NONE,,,,DIRECT,
LADAYK,لَدَيْكَ,لديك,OVERT,VERB_NAME,LADAYK,verb_name.json,81,True,NONE,,,,DIRECT,
INDAK,عِنْدَكَ,عندك,OVERT,VERB_NAME,INDAK,verb_name.json,82,True,NONE,,,,DIRECT,
WAYHA,وَيْهَا / وَيْهَ,ويها / ويه,PHRASE,VERB_NAME,WAYHA,verb_name.json,83,True,NONE,,,,DIRECT,
WARAAK,وَرَاءَكَ,وراءك,OVERT,VERB_NAME,WARAAK,verb_name.json,84,True,NONE,,,,DIRECT,
ILAYK,إِلَيْكَ,إليك,OVERT,VERB_NAME,ILAYK,verb_name.json,85,True,NONE,,,,DIRECT,
ILAYK_AN,إِلَيْكَ عَن,إليك عن,PHRASE,VERB_NAME,ILAYK_AN,verb_name.json,86,True,NONE,,,,DIRECT,
ILAYY,إِلَيَّ,إلي,OVERT,VERB_NAME,ILAYY,verb_name.json,87,True,NONE,,,,DIRECT,
ALAYK,عَلَيْكَ,عليك,OVERT,VERB_NAME,ALAYK,verb_name.json,88,True,NONE,,,,DIRECT,
MAKANAK,مَكَانَكَ,مكانك,OVERT,VERB_NAME,MAKANAK,verb_name.json,89,True,NONE,,,,DIRECT,
AMAMAK,أَمَامَكَ,أمامك,OVERT,VERB_NAME,AMAMAK,verb_name.json,90,True,NONE,,,,DIRECT,
HADHARI,حَذَارِ,حذار,OVERT,VERB_NAME,HADHARI,verb_name.json,91,True,NONE,,,,DIRECT,
NIZALI,نِزَالِ,نزال,OVERT,VERB_NAME,NIZALI,verb_name.json,92,True,NONE,,,,DIRECT,
HIYHATA,هِيهَاتَ,هيهات,OVERT,VERB_NAME,HIYHATA,verb_name.json,93,True,NONE,,,,DIRECT,
BUTAAN,بُطْآنَ,بطآن,OVERT,VERB_NAME,BUTAAN,verb_name.json,94,True,NONE,,,,DIRECT,
SHATTAN,شَتَّانَ,شتان,OVERT,VERB_NAME,SHATTAN,verb_name.json,95,True,NONE,,,,DIRECT,
SURAAN,سُرْعَانَ,سرعان,OVERT,VERB_NAME,SURAAN,verb_name.json,96,True,NONE,,,,DIRECT,
WASHKAAN,وَشْكَانَ,وشكان,OVERT,VERB_NAME,WASHKAAN,verb_name.json,97,True,NONE,,,,DIRECT,
DUHDURRAYN,دُهْدُرَّيْنَ,دهدرين,OVERT,VERB_NAME,DUHDURRAYN,verb_name.json,98,True,NONE,,,,DIRECT,
QAD_VN,قَدْ,قد,OVERT,VERB_NAME,QAD_VN,verb_name.json,99,True,NONE,,,,DIRECT,
HASBUK,حَسْبُكَ,حسبك,OVERT,VERB_NAME,HASBUK,verb_name.json,100,True,NONE,,,,DIRECT,
BAJLU,بَجْلُ,بجل,OVERT,VERB_NAME,BAJLU,verb_name.json,101,True,NONE,,,,DIRECT,
UFF,أُفٍّ,أف,OVERT,VERB_NAME,UFF,verb_name.json,102,True,NONE,,,,DIRECT,
WAY,وَيْ,وي,OVERT,VERB_NAME,WAY,verb_name.json,103,True,NONE,,,,DIRECT,
WAHA,وَاهًا,واها,OVERT,VERB_NAME,WAHA,verb_name.json,104,True,NONE,,,,DIRECT,
AAH,آهٍ,آه,OVERT,VERB_NAME,AAH,verb_name.json,105,True,NONE,,,,DIRECT,
AWAHU,أَوَاهُ,أواه,OVERT,VERB_NAME,AWAHU,verb_name.json,106,True,NONE,,,,DIRECT,
QATTU_VN,قَطُّ,قط,OVERT,VERB_NAME,QATTU_VN,verb_name.json,107,True,NONE,,,,DIRECT,
BAKH,بَخٍ,بخ,OVERT,VERB_NAME,BAKH,verb_name.json,108,True,NONE,,,,DIRECT,
ZUH,زُهْ,زه,OVERT,VERB_NAME,ZUH,verb_name.json,109,True,NONE,,,,DIRECT,
AKH,أَخْ,أخ,OVERT,VERB_NAME,AKH,verb_name.json,110,True,NONE,,,,DIRECT,
HAKA,هَاكَ,هاك,OVERT,VERB_NAME,HAKA,verb_name.json,111,True,NONE,,,,DIRECT,
QATTUK,قَطُّكَ,قطك,OVERT,VERB_NAME,QATTUK,verb_name.json,112,True,NONE,,,,DIRECT,
KAM_ISTIFHAMIYYA,كَمْ,كم,OVERT,KINAYA_NAME,KAM_ISTIFHAMIYYA,kinaya_names.json,1,True,NONE,,,type: استفهامية,DIRECT,
KAM_KHABARIYYA,كَمْ,كم,OVERT,KINAYA_NAME,KAM_KHABARIYYA,kinaya_names.json,2,True,NONE,,,type: خبرية,DIRECT,
KAAYYIN,كَأَيِّنْ,كأين,OVERT,KINAYA_NAME,KAAYYIN,kinaya_names.json,3,True,NONE,,,type: خبرية,DIRECT,
KAAIN,كَائِنْ,كائن,OVERT,KINAYA_NAME,KAAIN,kinaya_names.json,4,True,NONE,,,type: خبرية,DIRECT,
KAAIYY,كَأَيٍّ,كأي,OVERT,KINAYA_NAME,KAAIYY,kinaya_names.json,5,True,NONE,,,type: كنائي,DIRECT,
KADHDHAK,كَذَا,كذا,OVERT,KINAYA_NAME,KADHDHAK,kinaya_names.json,6,True,NONE,,,type: عدد مبهم,DIRECT,
KAYT,كَيْتَ,كيت,OVERT,KINAYA_NAME,KAYT,kinaya_names.json,7,True,NONE,,,type: كناية عن الجملة,DIRECT,
KAYYIT,ذَيْتَ,ذيت,OVERT,KINAYA_NAME,KAYYIT,kinaya_names.json,8,True,NONE,,,type: كناية عن الجملة,DIRECT,
BIDA,بِضْع,بضع,OVERT,KINAYA_NAME,BIDA,kinaya_names.json,9,True,NONE,,,type: المركبة,DIRECT,
ATTACHED_PRONOUN_HA_FEM,هَا,ها,ATTACHED,ATTACHED_PRONOUN,ATTACHED_PRONOUN_HA_FAMILY,pronouns_classification.json,72,False,NONE,هِيَ,SUFFIX,licensed by example in id=72 (زَارَهَا paradigm) and id=75 (قَلَمُهَا); 3rd fem singular suffix,EXAMPLE,ATTACHED_PRONOUN_HA
ATTACHED_PRONOUN_HI,هِ,ه,ATTACHED,ATTACHED_PRONOUN,ATTACHED_PRONOUN_HA_FAMILY,pronouns_classification.json,78,False,NONE,هُوَ,SUFFIX,after kasra or ya — jar/mudaf-ilayh allomorph of هُ; id=78 licenses jar form,DIRECT,
ATTACHED_PRONOUN_HUM_SUFFIX,هُمْ,هم,ATTACHED,ATTACHED_PRONOUN,ATTACHED_PRONOUN_HA_FAMILY,pronouns_classification.json,53,False,NONE,هُمْ,SUFFIX,3rd masculine plural; id=53 licenses detached form; attached use is paradigmatic extension of هُ,PARADIGM_DERIVED,ATTACHED_PRONOUN_HA
ATTACHED_PRONOUN_HIM,هِمْ,هم,ATTACHED,ATTACHED_PRONOUN,ATTACHED_PRONOUN_HA_FAMILY,pronouns_classification.json,78,False,NONE,هُمْ,SUFFIX,3rd masculine plural after kasra/ya (jar/mudaf-ilayh); paradigmatic extension of هِ,PARADIGM_DERIVED,ATTACHED_PRONOUN_HI
ATTACHED_PRONOUN_HUMA,هُمَا,هما,ATTACHED,ATTACHED_PRONOUN,ATTACHED_PRONOUN_HA_FAMILY,pronouns_classification.json,52,False,NONE,هُمَا,SUFFIX,dual attached pronoun; paradigmatic extension of هُ family; id=52 licenses detached dual,PARADIGM_DERIVED,ATTACHED_PRONOUN_HA
ATTACHED_PRONOUN_HUNNA,هُنَّ,هن,ATTACHED,ATTACHED_PRONOUN,ATTACHED_PRONOUN_HA_FAMILY,pronouns_classification.json,54,False,NONE,هُنَّ,SUFFIX,3rd feminine plural; paradigmatic extension; id=54 licenses detached هُنَّ,PARADIGM_DERIVED,ATTACHED_PRONOUN_HA
ATTACHED_PRONOUN_HINNA,هِنَّ,هن,ATTACHED,ATTACHED_PRONOUN,ATTACHED_PRONOUN_HA_FAMILY,pronouns_classification.json,54,False,NONE,هُنَّ,SUFFIX,3rd feminine plural after kasra/ya; paradigmatic extension of هُنَّ,PARADIGM_DERIVED,ATTACHED_PRONOUN_HI
TANIKA,تَانِكَ,تانك,OVERT,DEMONSTRATIVE,DEMONSTRATIVE_SERIES,demonstrative_pronouns.json,8,True,NONE,,,اسم إشارة مثنى مؤنث بعيد — كاف البُعد جزء من البنية لا لاحقة ضمير,DIRECT,
DHANIKA,ذَانِكَ,ذانك,OVERT,DEMONSTRATIVE,DEMONSTRATIVE_SERIES,demonstrative_pronouns.json,10,True,NONE,,,اسم إشارة مثنى مذكر بعيد — كاف البُعد جزء من البنية لا لاحقة ضمير,DIRECT,
THAMM_KAF,ثَمَّكَ,ثمك,OVERT,ADVERBIAL_MABNI,THAMM,demonstrative_pronouns.json,50,True,NONE,,,ثَمَّ+كاف خطاب — كاف الخطاب لازمة؛ الصورة مدرجة مستقلة في المصدر,DIRECT,THAMM
HAHUNA_KAF,هَاهُنَاكَ,هاهناك,OVERT,DEMONSTRATIVE,DEMONSTRATIVE_SERIES,demonstrative_pronouns.json,51,True,NONE,,,هَاهُنَا+كاف خطاب — كاف الخطاب لازمة؛ الصورة مدرجة مستقلة في المصدر,DIRECT,HAHUNA
